0 50 13617 894 29 256 49 552 10 285 19 517 36 686 84 287 95 490 38 727 66 784 55 400 66 157 20 722 7 989 98 791 69 342 84 597 98 485 48 207 69 319 23 956 4 59 43 998 100 332 76 265 15 982 17 436 5 497 24 402 39 792 44 323 89 341 59 888 47 279 6 622 34 561 32 828 59 931 59 986 48 625 20 564 57 809 99 713 57 422 15 296 65 210 70 305 50 128 93 448 6 750 21
1 50 12358 991 11 452 19 221 35 329 58 282 54 877 45 262 38 195 74 694 68 88 41 532 97 310 37 198 89 381 98 546 82 418 37 144 22 707 16 956 35 274 37 988 2 433 49 539 27 575 85 594 62 277 77 311 87 313 8 727 45 857 73 527 75 161 70 496 67 738 51 901 11 39 89 864 71 489 55 449 63 691 94 77 67 870 39 905 35 598 32 579 55 256 57 729 16 479 76 216 78 182 26
2 50 12680 768 22 441 38 263 95 38 25 885 31 753 52 300 91 756 34 89 39 765 43 994 21 623 9 699 50 690 14 927 24 491 94 645 32 283 7 478 72 584 63 102 36 566 53 179 21 939 67 412 55 161 5 275 35 166 26 684 55 239 62 430 82 7 75 365 41 333 42 312 16 556 65 604 21 869 82 794 7 48 5 213 60 961 88 694 26 813 29 403 42 762 36 836 100 688 69 394 51 84 49
3 50 12531 467 39 70 35 820 63 494 19 419 6 778 79 545 23 505 57 903 37 112 44 598 99 991 86 499 30 306 92 732 41 840 98 780 61 533 99 475 78 818 93 83 47 272 28 770 28 336 72 316 99 968 65 98 58 50 48 340 55 191 71 448 82 621 27 643 53 825 17 882 94 10 64 941 33 943 62 760 79 85 75 429 52 691 26 362 41 473 1 447 15 123 94 397 43 472 39 247 97 155 28
4 50 11875 642 16 444 82 148 86 995 59 16 80 685 45 483 76 322 44 468 47 896 66 161 19 512 57 113 83 947 12 631 2 191 73 969 34 206 69 372 1 79 39 632 64 183 14 491 57 310 10 3 5 575 63 438 72 40 21 18 51 51 71 941 75 792 27 881 60 298 33 338 36 64 53 571 29 295 27 838 4 781 95 531 95 968 66 8 88 736 58 791 58 465 49 977 97 960 26 481 98 13 96
5 50 13794 102 35 425 97 713 14 1000 93 8 82 140 77 850 57 336 37 592 46 379 2 496 96 824 44 810 1 725 59 813 20 560 100 396 8 812 62 660 57 369 41 796 97 390 52 385 79 596 30 357 97 325 4 298 100 148 59 300 72 917 64 843 29 915 39 136 27 952 95 735 20 688 30 77 33 753 55 480 34 764 28 610 67 226 9 814 84 760 37 953 23 880 33 490 70 268 16 421 15 302 92
6 50 13756 102 83 812 30 715 64 937 47 849 100 474 58 718 51 918 84 87 77 920 91 252 99 523 41 268 42 308 40 556 9 132 9 791 43 539 57 859 75 403 7 526 29 517 43 631 34 126 69 111 98 459 14 196 81 454 16 475 13 855 30 721 38 391 11 281 29 719 91 755 22 549 80 702 65 874 32 851 52 753 61 749 11 26 44 544 31 18 43 966 99 663 3 789 25 935 17 243 77 471 16
7 50 12762 326 2 769 42 976 53 592 79 205 4 427 15 929 22 310 59 833 27 53 50 78 67 804 66 591 39 935 86 867 57 253 92 859 22 934 86 474 25 864 78 781 90 444 9 11 6 820 95 432 72 344 61 939 48 727 81 238 61 418 4 417 71 648 27 44 81 164 69 457 27 546 37 668 41 298 31 446 17 225 30 340 21 90 30 68 68 511 57 828 80 760 97 302 59 575 45 691 39 213 48
8 50 12016 117 10 736 85 803 85 167 48 501 43 829 93 15 71 822 34 438 32 90 66 964 2 214 65 960 88 610 51 878 74 150 95 636 85 131 38 622 49 37 22 391 66 314 58 136 88 191 73 171 81 190 34 482 55 399 93 895 60 443 72 533 92 118 68 248 5 450 48 994 23 991 59 589 48 346 76 938 70 598 18 812 32 51 66 130 44 489 38 584 73 230 53 893 10 653 49 211 100 842 85
9 50 12665 890 52 425 37 397 100 575 19 98 44 830 81 195 95 662 90 559 50 27 42 874 8 546 66 17 98 615 79 808 64 339 60 488 28 256 40 902 74 789 97 455 69 943 2 630 32 760 31 359 53 356 66 798 22 335 96 88 13 445 95 976 83 754 16 110 62 155 63 987 95 112 42 263 54 643 44 386 54 726 44 6 81 61 3 554 95 150 41 308 94 888 35 729 93 802 90 354 56 905 93
