0 50 13617 894 3229 256 2449 552 5610 285 819 517 1836 686 4984 287 995 490 2738 727 8366 784 6555 400 1866 157 420 722 3007 989 1998 791 1369 342 5684 597 5598 485 6148 207 4769 319 1723 956 9004 59 8243 998 3900 332 2076 265 1115 982 1017 436 8405 497 9424 402 4639 792 4744 323 5389 341 1159 888 1547 279 1206 622 5234 561 9032 828 6559 931 7159 986 1548 625 6320 564 3957 809 3999 713 4657 422 9115 296 565 210 5970 305 550 128 193 448 9406 750 4421
1 50 12358 991 4311 452 819 221 2735 329 8558 282 8954 877 6845 262 2038 195 7974 694 6968 88 2341 532 7297 310 9837 198 1789 381 8998 546 482 418 8537 144 3222 707 4716 956 35 274 237 988 4502 433 8249 539 627 575 9585 594 9662 277 1477 311 6587 313 7508 727 4045 857 2273 527 6275 161 5670 496 2867 738 5451 901 11 39 1889 864 5471 489 3755 449 9063 691 6394 77 7967 870 4739 905 5535 598 5632 579 1455 256 457 729 1416 479 3576 216 5378 182 9226
2 50 12680 768 5422 441 9238 263 195 38 7325 885 4431 753 7852 300 3491 756 7834 89 739 765 3543 994 4221 623 6409 699 7550 690 5914 927 4224 491 6694 645 7932 283 7907 478 6672 584 4363 102 336 566 9753 179 7321 939 2267 412 4055 161 9405 275 6135 166 1326 684 2855 239 2962 430 5082 7 3075 365 4641 333 3842 312 8916 556 8765 604 3121 869 5782 794 8807 48 1205 213 6560 961 7488 694 9126 813 2729 403 2042 762 3836 836 3200 688 2169 394 351 84 7949
3 50 12531 467 3039 70 335 820 7863 494 3219 419 4706 778 2379 545 8823 505 7357 903 9837 112 9944 598 6299 991 2786 499 7030 306 2892 732 8741 840 9198 780 8261 533 599 475 1378 818 7893 83 9947 272 4628 770 8128 336 6672 316 799 968 2265 98 958 50 2948 340 6355 191 8071 448 9382 621 3227 643 3153 825 117 882 3994 10 6964 941 4633 943 9062 760 6279 85 7075 429 5052 691 526 362 741 473 6701 447 2015 123 4894 397 4743 472 9039 247 8297 155 5128
4 50 11875 642 3516 444 2582 148 6386 995 7259 16 80 685 2445 483 6376 322 3844 468 9147 896 3266 161 8019 512 2557 113 8983 947 9712 631 7102 191 2273 969 9634 206 1469 372 9201 79 7739 632 5764 183 7114 491 5857 310 8310 3 4205 575 6163 438 5072 40 1421 18 3751 51 6471 941 3675 792 927 881 1260 298 433 338 1036 64 8453 571 9529 295 3427 838 1604 781 7395 531 7295 968 2366 8 3388 736 3758 791 4558 465 4349 977 9697 960 5626 481 8298 13 8896
5 50 13794 102 6935 425 6397 713 1614 1000 1493 8 3882 140 4977 850 3857 336 9237 592 1446 379 6502 496 5196 824 1244 810 801 725 7459 813 6620 560 7100 396 3308 812 9362 660 1657 369 1541 796 9697 390 652 385 2979 596 8830 357 9097 325 4904 298 500 148 5459 300 3872 917 1464 843 9829 915 8239 136 8727 952 795 735 2320 688 3530 77 533 753 9055 480 934 764 4928 610 3667 226 3109 814 6684 760 37 953 2223 880 2133 490 1470 268 2216 421 2415 302 4092
6 50 13756 102 5183 812 3530 715 4564 937 1547 849 7700 474 4458 718 4051 918 3884 87 4677 920 9391 252 799 523 6741 268 3142 308 4040 556 609 132 3009 791 6943 539 7857 859 5475 403 9707 526 2229 517 7243 631 4434 126 6069 111 1398 459 8714 196 6981 454 816 475 7113 855 2030 721 9338 391 3511 281 7929 719 491 755 7122 549 9280 702 7065 874 8332 851 352 753 6961 749 6211 26 3944 544 3831 18 943 966 4399 663 5303 789 8525 935 3717 243 4777 471 9716
7 50 12762 326 9102 769 4742 976 6453 592 8679 205 5904 427 3415 929 722 310 1759 833 5327 53 4150 78 4067 804 1866 591 3739 935 5186 867 1757 253 6192 859 3022 934 9186 474 3525 864 6678 781 8290 444 3709 11 2106 820 7195 432 872 344 9861 939 7148 727 3881 238 3661 418 2104 417 6671 648 2627 44 5581 164 1869 457 6027 546 1237 668 1341 298 6031 446 3117 225 7230 340 921 90 1630 68 5168 511 1657 828 7280 760 597 302 4759 575 6345 691 7739 213 2148
8 50 12016 117 3110 736 785 803 7385 167 4248 501 2743 829 7193 15 1271 822 4434 438 4332 90 5266 964 6202 214 8265 960 1788 610 7651 878 9174 150 5995 636 5885 131 9438 622 2649 37 122 391 7866 314 1758 136 2488 191 5573 171 2281 190 1134 482 5755 399 5793 895 360 443 9772 533 9592 118 8168 248 7605 450 4248 994 7923 991 1859 589 7748 346 4076 938 9270 598 6218 812 4732 51 8566 130 6844 489 6638 584 373 230 7053 893 4410 653 8849 211 2900 842 6485
9 50 12665 890 1052 425 6637 397 8500 575 4019 98 3144 830 3181 195 5395 662 7390 559 8150 27 9142 874 6608 546 9766 17 1198 615 9579 808 6064 339 8860 488 2328 256 5340 902 1274 789 2397 455 6969 943 6202 630 332 760 5131 359 2253 356 966 798 6122 335 5996 88 7913 445 8895 976 5783 754 816 110 1362 155 7363 987 6295 112 3442 263 9054 643 244 386 2754 726 3744 6 8081 61 9803 554 9395 150 1641 308 8594 888 7635 729 993 802 5190 354 956 905 7693
