0 50 13617 894 93229 256 32449 552 15610 285 20819 517 21836 686 64984 287 50995 490 2738 727 88366 784 86555 400 81866 157 50420 722 53007 989 31998 791 11369 342 95684 597 35598 485 26148 207 54769 319 41723 956 89004 59 78243 998 53900 332 72076 265 1115 982 71017 436 48405 497 39424 402 4639 792 24744 323 55389 341 61159 888 11547 279 61206 622 25234 561 9032 828 6559 931 17159 986 21548 625 86320 564 33957 809 13999 713 64657 422 79115 296 20565 210 85970 305 80550 128 90193 448 79406 750 94421
1 50 12358 991 34311 452 40819 221 82735 329 68558 282 8954 877 96845 262 62038 195 57974 694 96968 88 12341 532 57297 310 9837 198 61789 381 78998 546 482 418 78537 144 93222 707 24716 956 10035 274 80237 988 64502 433 78249 539 20627 575 69585 594 89662 277 51477 311 96587 313 17508 727 94045 857 32273 527 86275 161 45670 496 62867 738 55451 901 80011 39 91889 864 45471 489 3755 449 39063 691 16394 77 87967 870 24739 905 45535 598 75632 579 71455 256 50457 729 51416 479 53576 216 25378 182 79226
2 50 12680 768 95422 441 39238 263 60195 38 37325 885 54431 753 37852 300 23491 756 67834 89 30739 765 53543 994 74221 623 6409 699 97550 690 85914 927 24224 491 16694 645 37932 283 17907 478 26672 584 64363 102 70336 566 19753 179 57321 939 92267 412 44055 161 59405 275 6135 166 21326 684 2855 239 42962 430 5082 7 63075 365 64641 333 73842 312 68916 556 88765 604 73121 869 65782 794 28807 48 51205 213 36560 961 7488 694 9126 813 62729 403 22042 762 73836 836 33200 688 32169 394 70351 84 77949
3 50 12531 467 73039 70 335 820 97863 494 13219 419 34706 778 92379 545 8823 505 87357 903 29837 112 9944 598 46299 991 52786 499 87030 306 2892 732 18741 840 49198 780 48261 533 30599 475 11378 818 27893 83 9947 272 4628 770 38128 336 6672 316 80799 968 2265 98 40958 50 22948 340 56355 191 18071 448 39382 621 83227 643 33153 825 50117 882 73994 10 6964 941 14633 943 19062 760 36279 85 37075 429 75052 691 60526 362 10741 473 76701 447 42015 123 74894 397 94743 472 69039 247 88297 155 5128
4 50 11875 642 13516 444 62582 148 56386 995 97259 16 40080 685 42445 483 6376 322 63844 468 19147 896 33266 161 68019 512 42557 113 98983 947 39712 631 47102 191 82273 969 89634 206 21469 372 59201 79 87739 632 85764 183 47114 491 65857 310 58310 3 84205 575 46163 438 5072 40 31421 18 3751 51 96471 941 33675 792 70927 881 11260 298 70433 338 21036 64 48453 571 49529 295 33427 838 31604 781 77395 531 97295 968 2366 8 3388 736 13758 791 64558 465 54349 977 99697 960 15626 481 28298 13 88896
5 50 13794 102 36935 425 66397 713 31614 1000 21493 8 53882 140 54977 850 53857 336 29237 592 11446 379 86502 496 5196 824 21244 810 20801 725 67459 813 96620 560 27100 396 43308 812 99362 660 51657 369 11541 796 79697 390 40652 385 82979 596 88830 357 49097 325 4904 298 500 148 45459 300 33872 917 11464 843 89829 915 98239 136 68727 952 90795 735 22320 688 23530 77 80533 753 39055 480 934 764 24928 610 43667 226 13109 814 76684 760 20037 953 62223 880 12133 490 81470 268 2216 421 52415 302 34092
6 50 13756 102 95183 812 43530 715 64564 937 51547 849 37700 474 94458 718 24051 918 83884 87 74677 920 39391 252 70799 523 86741 268 13142 308 64040 556 60609 132 53009 791 66943 539 47857 859 95475 403 29707 526 92229 517 47243 631 64434 126 66069 111 51398 459 8714 196 56981 454 90816 475 17113 855 52030 721 69338 391 33511 281 17929 719 491 755 97122 549 79280 702 87065 874 38332 851 90352 753 6961 749 26211 26 63944 544 43831 18 60943 966 54399 663 95303 789 88525 935 93717 243 64777 471 99716
7 50 12762 326 19102 769 14742 976 76453 592 68679 205 5904 427 23415 929 90722 310 81759 833 25327 53 4150 78 14067 804 71866 591 63739 935 5186 867 21757 253 56192 859 43022 934 19186 474 53525 864 16678 781 98290 444 13709 11 12106 820 67195 432 70872 344 49861 939 87148 727 3881 238 3661 418 12104 417 46671 648 82627 44 55581 164 41869 457 6027 546 1237 668 31341 298 26031 446 43117 225 97230 340 80921 90 31630 68 85168 511 51657 828 77280 760 30597 302 64759 575 46345 691 47739 213 62148
8 50 12016 117 63110 736 90785 803 27385 167 54248 501 42743 829 17193 15 31271 822 24434 438 84332 90 5266 964 56202 214 18265 960 81788 610 57651 878 69174 150 15995 636 15885 131 59438 622 72649 37 30122 391 97866 314 71758 136 12488 191 45573 171 72281 190 91134 482 35755 399 65793 895 90360 443 79772 533 59592 118 8168 248 67605 450 24248 994 97923 991 11859 589 27748 346 74076 938 19270 598 96218 812 94732 51 38566 130 6844 489 46638 584 70373 230 97053 893 14410 653 78849 211 72900 842 96485
9 50 12665 890 21052 425 56637 397 48500 575 14019 98 93144 830 63181 195 55395 662 57390 559 78150 27 29142 874 26608 546 59766 17 91198 615 39579 808 36064 339 68860 488 82328 256 75340 902 61274 789 72397 455 6969 943 66202 630 80332 760 85131 359 72253 356 10966 798 26122 335 5996 88 7913 445 28895 976 95783 754 70816 110 61362 155 57363 987 6295 112 33442 263 69054 643 20244 386 42754 726 33744 6 88081 61 29803 554 29395 150 11641 308 38594 888 97635 729 70993 802 45190 354 30956 905 87693
